"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"43162",1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"43163",1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
"43164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"43165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43166",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43167",1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
"43168",1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
"43169",1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"43170",0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1
"43171",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"43172",1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"43173",0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
"43174",0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
"43175",1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0
"43176",0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
"43177",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"43178",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43179",0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"43180",0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1
"43181",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"43182",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
"43183",0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"43184",1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
"43185",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"43186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43187",0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0
"43188",0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"43189",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"43190",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"43191",0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"43192",1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1
"43193",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43194",0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"43195",1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
"43196",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
"43197",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"43198",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"43199",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43200",1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"43201",1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0
"43202",0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
"43203",1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"43204",0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1
"43205",0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0
"43206",0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
"43207",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"43208",1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0
"43209",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"43210",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"43211",1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0
"43212",0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
"43213",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"43214",1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0
"43215",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
"43216",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"43217",1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
"43218",1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0
"43219",0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0
"43220",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"43221",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"43222",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
"43223",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
"43224",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"43225",0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0
"43226",1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0
"43227",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"43228",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43229",1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1
"43230",1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
"43231",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"43232",0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
"43233",1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1
"43234",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"43235",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43236",0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
"43237",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43238",0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
"43239",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
"43240",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
"43241",0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0
"43242",1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0
"43243",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43244",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43245",0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
"43246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43247",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0
"43248",0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
"43249",0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1
"43250",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
"43251",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43252",0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
"43253",1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1
"43254",1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
"43255",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"43256",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"43257",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43258",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"43259",0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"43260",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"43261",0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0
"43262",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"43263",0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1
"43264",1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0
"43265",0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1
"43266",0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"43267",0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0
"43268",1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0
"43269",1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
"43270",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"43271",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"43272",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"43273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"43274",1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"43275",1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1
"43276",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"43277",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"43278",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43279",1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0
"43280",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"43281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"43282",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"43283",1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"43284",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"43285",1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1
"43286",0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1
"43287",0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
"43288",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"43289",0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"43290",1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
"43291",0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0
"43292",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"43293",1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
"43294",1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43295",0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1
"43296",0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
"43297",1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
"43298",1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
"43299",1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"43300",1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
"43301",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"43302",1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1
"43303",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"43304",1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1
"43305",1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"43306",1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"43307",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"43308",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"43309",1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"43310",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"43311",0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0
"43312",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"43313",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43314",0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
"43315",0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1
"43316",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"43317",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
"43318",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0
"43319",1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
"43320",1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
"43321",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"43322",1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1
"43323",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43324",1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1
"43325",0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0
"43326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43327",0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
"43328",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
"43329",0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0
"43330",1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0
"43331",0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
"43332",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"43333",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"43334",1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
"43335",1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0
"43336",1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1
"43337",1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0
"43338",1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0
"43339",1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
"43340",0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
"43341",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"43342",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"43343",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"43344",1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0
"43345",0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1
"43346",0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0
"43347",0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"43348",1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0
"43349",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"43350",1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1
"43351",1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1
"43352",0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"43353",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"43354",1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
"43355",0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
"43356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43357",0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0
"43358",0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1
"43359",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43360",1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
"43361",1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"43362",1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"43363",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"43365",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43366",1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1
"43367",1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1
"43368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43369",1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"43370",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"43371",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"43372",0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0
"43373",1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0
"43374",0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
"43375",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"43376",1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"43377",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43378",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"43379",0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1
"43380",0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0
"43381",1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1
"43382",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"43383",1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
"43384",0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0
"43385",1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1
"43386",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0
"43387",0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0
"43388",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
"43389",0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1
"43390",0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
"43391",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"43392",1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0
"43393",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"43394",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"43395",0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
"43396",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"43397",0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43398",0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1
"43399",1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"43400",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43401",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"43402",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"43403",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"43404",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43405",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1
"43406",0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
"43407",1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1
"43408",1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1
"43409",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"43410",0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
"43411",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"43412",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"43413",0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
"43414",1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0
"43415",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"43416",0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
"43417",0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"43418",0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
"43419",1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"43420",1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"43421",0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1
"43422",1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1
"43423",0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
"43424",0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
"43425",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"43426",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43427",0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0
"43428",1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
"43429",1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
"43430",1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0
"43431",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"43432",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"43433",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"43434",0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
"43435",0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"43436",0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"43437",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"43438",1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1
"43439",1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1
"43440",0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0
"43441",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
"43442",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"43443",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"43444",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"43445",1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1
"43446",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43447",1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
"43448",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
"43449",1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"43450",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43451",1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"43452",1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1
"43453",0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1
"43454",0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0
"43455",1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0
"43456",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"43457",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"43458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"43459",0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1
"43460",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"43461",1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0
"43462",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"43463",1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0
"43464",0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
"43465",0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1
"43466",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"43467",0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
"43468",1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1
"43469",0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0
"43470",0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"43471",1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
"43472",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43473",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
"43474",0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
"43475",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"43476",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"43477",1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
